1,1,479001600,958003200,1476921600,2043014400,2665716480,3357607680,4135985280,5025559680,6063396480,7308800640,8865555840,10941229440,14054739840,19802759040
2,1,79833600,1037836800,1995840000,2953843200,3911846400,4869849600,5827852800,6785856000,7743859200,8701862400,9659865600,10617868800,11496038400,11496038400
2,2,958003200,958003200,1037836800,1212019200,1499420160,1925199360,2523951360,3345096960,4462767360,5995572480,8151079680,11344423680,16613441280,27151476480
3,1,21772800,1458777600,2776032000,3973536000,5051289600,6009292800,6847545600,7566048000,8164800000,8643801600,9003052800,9220780800,9220780800,9220780800
3,2,239500800,239500800,479001600,958003200,1676505600,2634508800,3832012800,5269017600,6945523200,8861529600,11017036800,13412044800,15807052800,15807052800
3,3,1437004800,1437004800,1437004800,1458777600,1530627840,1690295040,1989671040,2502887040,3341139840,4682344320,6837851520,10430363520,17016635520,31386683520
4,1,8709120,1924715520,3521387520,4827755520,5872849920,6685701120,7295339520,7730795520,8021099520,8195281920,8273664000,8273664000,8273664000,8273664000
4,2,87091200,87091200,566092800,1437004800,2612736000,4006195200,5530291200,7097932800,8622028800,10015488000,11191219200,11975040000,11975040000,11975040000
4,3,479001600,479001600,479001600,566092800,827366400,1349913600,2220825600,3527193600,5356108800,7794662400,10929945600,14849049600,19160064000,19160064000
4,4,1916006400,1916006400,1916006400,1916006400,1924715520,1963422720,2072286720,2321118720,2829150720,3804572160,5633487360,9117135360,16302159360,33546216960
5,1,4838400,2399846400,4196102400,5502470400,6416928000,7026566400,7407590400,7625318400,7734182400,7772889600,7772889600,7772889600,7772889600,7772889600
5,2,43545600,43545600,841881600,2148249600,3715891200,5341593600,6865689600,8172057600,9188121600,9884851200,10233216000,10233216000,10233216000,10233216000
5,3,217728000,217728000,217728000,435456000,1023321600,2068416000,3592512000,5552064000,7838208000,10276761600,12628224000,14370048000,14370048000,14370048000
5,4,798336000,798336000,798336000,798336000,841881600,1016064000,1451520000,2322432000,3846528000,6285081600,9942912000,15168384000,21555072000,21555072000
5,5,2395008000,2395008000,2395008000,2395008000,2395008000,2399846400,2427062400,2520374400,2774390400,3384028800,4755715200,7803907200,14988931200,34148995200
6,1,3628800,2877638400,4793644800,6012921600,6744487680,7150913280,7354126080,7441217280,7466618880,7466618880,7466618880,7466618880,7466618880,7466618880
6,2,29030400,29030400,1226534400,2968358400,4797273600,6422976000,7693056000,8563968000,9072000000,9275212800,9275212800,9275212800,9275212800,9275212800
6,3,130636800,130636800,130636800,566092800,1611187200,3236889600,5269017600,7446297600,9478425600,11104128000,12018585600,12018585600,12018585600,12018585600
