1,1,0,0,0,0,145562400,145562400,145562400,175240800,203268960,203268960,201247200,198833760,198833760,198833760
2,1,0,0,0,0,145562400,145562400,145562400,175240800,203268960,203268960,201247200,198833760,198833760,198833760
2,2,0,0,0,0,15832800,69055200,128930400,197100000,236770560,236770560,234748800,232335360,232335360,232335360
3,1,0,14515200,30481920,0,141812640,141812640,141812640,171491040,198269280,198269280,196247520,193834080,193834080,193834080
3,2,0,0,0,0,55749600,105645600,151264800,190922400,221326560,221326560,219304800,216891360,216891360,216891360
3,3,14515200,14515200,10886400,0,10886400,24192000,49140000,92685600,152560800,176510880,206448480,253018080,332851680,478003680
4,1,0,27941760,53464320,0,139030560,139030560,139030560,167862240,194176800,194176800,192155040,189781920,189781920,189781920
4,2,0,0,2903040,0,80002080,120437280,149467680,185885280,215474400,215474400,213452640,211039200,211039200,211039200
4,3,2903040,2903040,2177280,0,11854080,40430880,82421280,135764640,197186400,222588000,246719520,273003840,299131200,299131200
4,4,28304640,28304640,23587200,0,21047040,23466240,31631040,55736640,94201920,124683840,167866560,236208960,363216960,617958720
5,1,0,41569920,74027520,0,136404720,136404720,136404720,164450160,190336320,190336320,188334720,185981760,185981760,185981760
5,2,0,0,8225280,0,99174240,130381920,147800160,181772640,210697920,210697920,208676160,206262720,206262720,206262720
5,3,967680,967680,725760,0,24464160,64225440,110613600,165520800,219301344,235268064,244689120,249823584,249823584,249823584
5,4,8547840,8547840,6935040,0,7338240,16047360,38442240,80858880,144505440,191952000,246394080,309960000,378342720,378342720
5,5,41932800,41932800,36288000,0,31046400,31288320,33193440,47253600,69752160,93702240,134002080,206860320,356911200,692051040
6,1,0,55223280,92171520,0,133956720,133956720,133956720,161280000,186765120,186765120,184786560,182450880,182450880,182450880
6,2,0,0,15966720,0,113810400,136550880,146227680,178385760,206766720,206766720,204744960,202331520,202331520,202331520
6,3,483840,483840,362880,0,41012640,87051360,129347040,180119520,224455776,231713376,232212960,229657056,229657056,229657056
6,4,3810240,3810240,3054240,0,6340320,24703200,61918560,120470400,194234688,237377088,272881440,295871328,295871328,295871328
6,5,16894080,16894080,14273280,0,12539520,13839840,21477600,46627200,95362560,149240160,223449120,323080320,441268320,441268320
6,6,55540800,55540800,48988800,0,41025600,41025600,41267520,52076160,65840400,80355600,110540160,175752720,330037200,718223040
7,1,0,68876640,107896320,0,131690160,131690160,131690160,158351760,183466080,183466080,181510560,179192160,179192160,179192160
7,2,0,0,26127360,0,124454880,139877280,144715680,175543200,203470560,203470560,201448800,199035360,199035360,199035360
