1,1,0,150796800,150796800,150796800,141523200,110880000,110880000,110678400,128620800,154022400,154022400,152409600,150393600,150393600
2,1,0,150796800,150796800,150796800,141523200,110880000,110880000,110678400,128620800,154022400,154022400,152409600,150393600,150393600
2,2,0,0,0,0,0,12873600,72748800,140875200,220432320,276315840,276315840,274000320,271326240,271326240
3,1,0,150796800,150796800,150796800,141523200,110880000,110880000,110678400,128620800,154022400,154022400,152409600,150393600,150393600
3,2,0,0,14515200,30481920,48222720,64009440,115331040,161598240,201238560,238622400,238622400,236306880,233632800,233632800
3,3,0,14515200,14515200,14515200,10886400,10886400,30844800,65059200,121910400,201744000,231681600,271598400,341452800,486604800
4,1,0,150796800,150796800,150796800,141523200,110880000,110880000,110678400,128620800,154022400,154022400,152409600,150393600,150393600
4,2,0,0,27941760,55762560,80992800,90992160,127884960,152984160,186194880,221094720,221094720,218779200,216246240,216246240
4,3,0,2903040,2903040,5806080,11531520,20079360,58440960,109244160,169845120,243705600,269107200,292029120,315309600,315309600
4,4,0,28304640,28304640,28304640,23950080,21047040,26490240,41005440,76325760,135475200,179928000,246093120,363121920,617863680
5,1,0,150796800,150796800,150796800,141523200,110880000,110880000,110678400,128620800,154022400,154022400,152409600,150393600,150393600
5,2,0,0,41569920,78810480,106686720,108765360,133441200,145839600,174611520,207633600,207633600,205390080,202916160,202916160
5,3,0,967680,967680,9434880,25542720,42707520,89942400,138205440,192795264,252434304,264409344,268093440,265356864,265356864
5,4,0,8547840,8547840,8547840,7983360,10090080,27508320,62586720,120163680,206298720,261577440,322914240,385724160,385724160
5,5,0,41932800,41932800,41932800,37013760,31046400,32135040,37071360,58118400,98035200,139947840,212241600,354833280,689973120
6,1,0,150796800,150796800,150796800,141523200,110880000,110880000,110678400,128620800,154022400,154022400,152409600,150393600,150393600
6,2,0,0,55223280,99200880,126120960,119555760,134675760,140031360,165785280,197396160,197396160,195229440,192799680,192799680
6,3,0,453600,453600,17196480,45118080,67852800,115228800,151778880,197017056,244554336,247729536,244742400,242044416,242044416
6,4,0,3769920,3769920,3769920,6804000,15429600,47806560,97954560,166403808,252525888,290225088,311722560,308016288,308016288
6,5,0,16894080,16894080,16894080,14515200,12962880,18146880,35716320,78294240,157259520,232590720,331139520,442453440,442453440
6,6,0,55540800,55540800,55540800,50077440,41025600,41146560,42330240,55933200,81939600,113691600,179075520,328093200,716279040
7,1,0,150796800,150796800,150796800,141523200,110880000,110880000,110678400,128620800,154022400,154022400,152409600,150393600,150393600
7,2,0,0,68876640,116872560,140112000,125244000,133509600,135349200,159092640,189645120,189645120,187548480,185159520,185159520
7,3,0,311040,311040,28048320,67795200,91603680,132553680,155612880,192434880,232121280,232121280,229541760,226879680,226879680
7,4,0,2263680,2263680,2263680,10990080,28830960,75037680,129409920,195410592,266489712,280149552,276474240,273315312,273315312
7,5,0,9308160,9308160,9308160,7983360,8880480,22584240,58061520,124693632,227400192,298837152,349727040,345061152,345061152
7,6,0,27936000,27936000,27936000,24675840,20678400,21490560,27574560,53573760,113973840,193572240,318660480,479103360,479103360
7,7,0,69148800,69148800,69148800,63141120,51004800,51004800,51096960,62094240,80238240,100347840,151765920,291983760,706090320
8,1,0,150796800,150796800,150796800,141523200,110880000,110880000,110678400,128620800,154022400,154022400,152409600,150393600,150393600
8,2,0,100800,82630800,131926320,149577120,127520640,131365440,131603040,153933120,183672000,183672000,181638720,179287200,179287200
8,3,0,388800,388800,41839200,91872000,111682800,142369200,154195200,184665600,220248000,220248000,217857600,215229600,215229600
8,4,0,1889280,1889280,1889280,19483200,48311280,103456080,151243200,206706240,259251840,259251840,256233600,253304640,253304640
8,5,0,6796800,6796800,6796800,5961600,10688400,37744560,90936000,172014768,272206368,306532368,302400000,298669968,298669968
8,6,0,18489600,18489600,18489600,16329600,13651200,16617600,33491520,84285216,186222816,289146816,377208000,371896416,371896416
8,7,0,41673600,41673600,41673600,37497600,30787200,30787200,31896000,46389600,85866480,154770480,289932480,491633280,491633280
8,8,0,82756800,82756800,82756800,76204800,60984000,60984000,60883200,71953200,87246000,97678800,132832800,253137600,666039600
9,1,0,150796800,150796800,150796800,141523200,110880000,110880000,110678400,128620800,154022400,154022400,152409600,150393600,150393600
9,2,0,276480,96459840,144336240,155306880,127673040,128778960,128522160,149971200,179090880,179090880,177114240,174796800,174796800
9,3,0,1071360,1071360,58953600,116112960,127126080,146515680,150014880,176313600,210216960,210216960,207930240,205335360,205335360
9,4,0,2580480,2580480,2580480,33177600,72665280,129113280,163087200,203945760,244013760,244013760,241358400,238548960,238548960
9,5,0,6679296,6679296,6679296,5961600,17709696,61924896,126079200,206392320,278956800,278956800,275587200,272304000,272304000
9,6,0,15886080,15886080,15886080,14256000,11652480,19676160,54273600,134178624,259631424,324028224,319737600,315561024,315561024
9,7,0,32221440,32221440,32221440,29030400,23754240,23754240,28022400,58043520,141580800,262468800,387996480,382449600,382449600
9,8,0,58106880,58106880,58106880,52980480,42865920,42865920,42799680,52588800,75976560,124557360,251285760,477986640,477986640
9,9,0,96364800,96364800,96364800,89268480,70963200,70963200,70842240,83079360,98804160,102886560,122986080,216377280,600949440
10,1,0,150796800,150796800,150796800,141523200,110880000,110880000,110678400,128620800,154022400,154022400,152409600,150393600,150393600
10,2,0,816480,110653200,154391760,158407200,126210960,126210960,125962560,146796480,175423680,175423680,173496960,171210240,171210240
10,3,0,2625840,2625840,79658640,139144320,137629680,144781440,144491040,169023360,201601920,201601920,199382400,196824000,196824000
10,4,0,5604480,5604480,5604480,54159840,100984320,149981760,163568160,192767040,230143680,230143680,227707200,224972640,224972640
10,5,0,9907200,9907200,9907200,9072000,32450400,94767840,157841280,215219520,258361920,258361920,255487680,252465120,252465120
10,6,0,17959680,17959680,17959680,16329600,13121280,31193280,88689600,189855360,288149760,288149760,284659200,281093760,281093760
10,7,0,31831200,31831200,31831200,29030400,23364000,23364000,35488800,95313600,229423680,326450880,322318080,317983680,317983680
10,8,0,51410880,51410880,51410880,46992960,37863360,37863360,37769760,52414560,107354880,224032320,376125120,370782720,370782720
10,9,0,77235840,77235840,77235840,71124480,56914560,56914560,56820960,66909600,82578960,108630480,210127680,437242800,437242800
10,10,0,109972800,109972800,109972800,102332160,80942400,80942400,80801280,94464720,112245840,113183280,121695840,185285520,514402560
11,1,0,150796800,150796800,150796800,141523200,110880000,110880000,110678400,128620800,154022400,154022400,152409600,150393600,150393600
