1,1,0,0,0,0,0,216691200,165905280,165542400,165227904,188037504,230805504,230805504,228096000,225103104
2,1,0,0,0,0,0,216691200,165905280,165542400,165227904,188037504,230805504,230805504,228096000,225103104
2,2,0,0,0,0,0,0,9089280,77155200,156674304,252474624,332308224,332308224,329598720,326605824
3,1,0,14515200,30481920,48222720,0,205038720,157165920,156803040,156488544,179298144,219153024,219153024,216443520,213450624
3,2,0,0,0,0,0,79833600,86071680,138931200,186516864,226433664,276709824,276709824,274000320,271007424
3,3,14515200,14515200,14515200,14515200,0,10886400,10886400,39398400,85968000,161447040,271218240,311135040,371010240,496203840
4,1,0,27941760,55762560,83432160,0,196260480,150582240,150219360,149904864,171372384,209703744,209703744,206994240,204336864
4,2,0,0,2903040,9354240,0,128067840,122420160,155442240,176900544,208661184,255219264,255219264,252509760,249516864
4,3,2903040,2903040,2903040,2903040,0,23950080,33022080,82010880,142611840,210470400,300741120,326142720,344347200,341305920
4,4,28304640,28304640,28304640,28304640,0,24312960,21047040,31415040,55607040,108224640,200033280,267770880,379900800,614684160
5,1,0,41569920,78810480,111728880,0,188697600,144690480,144327600,144057024,164378304,201392064,201392064,198858240,196311744
5,2,0,0,8467200,25341120,0,160277760,142464960,160971840,169366464,196334784,240338304,240338304,237628800,234684864
5,3,887040,887040,887040,1854720,0,54725760,69449760,122067360,170015904,222581664,290721024,297817344,293656320,290663424
5,4,8386560,8386560,8386560,8386560,0,11450880,15696000,45169920,95973120,171159840,285498720,348458400,407436480,401824800
5,5,41932800,41932800,41932800,41932800,0,37739520,31046400,34116480,45002880,79113600,149693760,224205120,364478400,683087040
6,1,0,55223280,99200880,133224240,0,182246400,139635120,139305600,139045056,158398656,194283456,194283456,191923200,189445056
6,2,0,0,16742880,46372320,0,179988480,151647840,160639200,163234944,187426944,229601664,229601664,226920960,224037504
6,3,423360,423360,423360,4203360,0,90789120,104168160,148560480,177598944,216720864,270569664,270569664,267376320,264387744
6,4,3558240,3558240,3558240,3558240,0,18528480,32456160,80184960,141124608,215332128,313278048,338326848,333270720,329479488
6,5,16591680,16591680,16591680,16591680,0,15240960,14397120,27480960,60840720,127661040,248340720,348435120,457341120,450109920
6,6,55540800,55540800,55540800,55540800,0,51166080,41025600,41656320,45663120,67073040,118118160,185855760,334218240,709274880
7,1,0,68876640,116872560,148705200,0,176803200,135374400,135072000,134820000,153367200,188294400,188294400,186076800,183657600
7,2,103680,103680,27840960,70778400,0,190414080,154180320,157694400,158017152,180435072,221178432,221178432,218554560,215735232
7,3,414720,414720,414720,9750240,0,126420480,131505840,162390960,176048064,206080704,252872064,252872064,250004160,247025664
7,4,2160000,2160000,2160000,2160000,0,36218880,60269760,117660960,170649504,230004144,300886704,300886704,297144000,293853744
7,5,8945280,8945280,8945280,8945280,0,10454400,15808320,45963360,102549312,189346752,317341152,371548512,366050880,361370592
7,6,27538560,27538560,27538560,27538560,0,25159680,20557440,24589440,41715360,91727280,202650000,329612640,488990880,481057440
7,7,69148800,69148800,69148800,69148800,0,64592640,51004800,51010560,52068960,66221280,102176640,155802240,296408160,700333920
8,1,0,82530000,131825520,159073920,0,172264320,131826240,131545440,131300640,149185440,183309120,183309120,181206720,178837920
8,2,201600,201600,41652000,96645600,0,194140800,152899200,153561600,153270720,174640320,214211520,214211520,211665600,208912320
8,3,892800,892800,892800,19429200,0,157939200,149949360,167299200,171019008,195844608,240124608,240124608,237384000,234422208
8,4,2321280,2321280,2321280,2321280,0,62985600,93288960,148550400,183475584,224097984,275981184,275981184,272836800,269731584
8,5,6580800,6580800,6580800,6580800,0,12960000,28644480,78811200,146927664,230832864,325941264,325941264,321796800,318035664
